id,name,phone,address,postal_code,lat,lng,category,hours,description,image,link,review_count,rating,category_kakao,description_kakao,last_order,kakao_place_id,kakao_place_url,menu_price_min,menu_price_median,menu_count,has_parking,has_group_seating,has_private_room,has_baby_chair,has_kids_menu,allows_pets,has_disabled_access,hours_source
28191952,Cheongdam Baeksong,+82 2-6958-9292,Seoul 13 Dosan-daero 100-gil Gangnam-gu,,37.550262,126.997086,"Barbecue, Asian, Korean",월 11:15~22:00 / 화 11:15~22:00 / 수 11:15~22:00 / 목 11:15~22:00 / 금 11:15~22:00 / 토 11:15~22:00 / 일 11:15~22:00,"""Cheongdam Baeksong is a Korean BBQ restaurant near Cheongdam Station. It serves 1++ BMS No.9 grade Korean beef, aged for over 21 days for tenderness and flavor. The beef is famous for its rich marbling, making it especially juicy and delicious. Popular dishes include Seodae-sal, a chewy and flavorful meat grilled with the bone, and the 245 Set Menu, featuring premium cuts of beef. The beef Yukgaejang, a spicy beef soup with noodles, is also a customer favorite. The restaurant uses Binchotan charcoal and cast iron grills to keep the meat juicy. With over 20 private rooms, it offers grilling service, no corkage fee, valet parking, high chairs, and eco-friendly baby utensils, perfect for dates, family meals, and group gatherings.""",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/6c/ef/18/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d28191952-Reviews-Cheongdam_Baeksong-Seoul.html,70,5.0,"Meat, Korean BBQ",Enjoy top-grade aged Hanwoo in a private room.,일 21:00 / 월 21:00 / 화 21:00 / 수 21:00 / 목 21:00 / 금 21:00 / 토 21:00,1817216361,https://place.map.kakao.com/1817216361,10000,15000,10,true,true,true,true,,,,kakao
9213118,The King's,+82 2-2270-3121,"Seoul 287, Dongho-ro, Jung-gu Ambassador Seoul - Pullman Hotel",04618,37.560013,127.00246,"Seafood, International",Sun 06:30~10:00 / Sun 11:30~13:30 / Sun 14:00~16:00 / Sun 18:00~21:30 / Mon 06:30~10:00 / Mon 12:00~14:30 / Mon 18:00~21:30 / Tue 06:30~10:00 / Tue 12:00~14:30 / Tue 18:00~21:30 / Wed 06:30~10:00 / Wed 12:00~14:30 / Wed 18:00~21:30 / Thu 06:30~10:00 / Thu 12:00~14:30 / Thu 18:00~21:30 / Fri 06:30~10:00 / Fri 12:00~14:30 / Fri 18:00~21:30 / Sat 06:30~10:00 / Sat 11:30~13:30 / Sat 14:00~16:00 / Sat 17:30~21:30,"Travelers' Choice 2025 THE KING’S is a premium live buffet featuring a wide variety of international dishes made of top-notch, seasonal ingredients. With an open kitchen in every section., THE KING’S offers a lively dining experience where you can enjoy its signature menus such as 72.8% oven pizza, pecking duck, seafood tower, fresh sushi and sashimi, as well as fire-grilled dishes such as lamb ribs, beef ribs and seafood.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/d6/82/33/the-king-s.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d9213118-Reviews-The_King_s-Seoul.html,139,4.5,,The luxury of a high-quality breakfast buffet in the city.,,8197726,https://place.map.kakao.com/8197726,,,,true,,true,,,,,tripadvisor
28669446,Cheonggiwa Town Chungmuro ​​Branch,+82 2-2274-1474,Seoul Chungmu-ro 22-1 1st Floor,04556,37.563957,126.993,"Barbecue, Asian, Korean, Healthy",월 11:30~22:00 / 화 11:30~22:00 / 수 11:30~22:00 / 목 11:30~22:00 / 금 11:30~22:00 / 토 11:30~22:00 / 일 11:30~22:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/d8/f1/e3/caption.jpg?w=800&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d28669446-Reviews-Cheonggiwa_Town_Chungmuro_Branch-Seoul.html,22,4.9,Korean,"A must-try restaurant for Suwon Wang Galbi, inspired by the vibe of LA's Koreatown.",일 21:10 / 월 21:10 / 화 21:10 / 수 21:10 / 목 21:10 / 금 21:10 / 토 21:10,1481302218,https://place.map.kakao.com/1481302218,,,,,,,,,,,kakao
10079161,BHC Chicken Myeongdong,+82 10-2076-9496,"Seoul 21, Myeongdong 7-gil, Jung-gu Myeongdong Artnouveau Centum",04534,37.564575,126.983864,"Asian, Korean",월 12:00~23:30 / 화 12:00~23:30 / 수 12:00~23:30 / 목 12:00~23:30 / 금 12:00~23:30 / 토 12:00~23:30 / 일 12:00~23:30,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/2e/aa/ea/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d10079161-Reviews-BHC_Chicken_Myeongdong-Seoul.html,158,3.7,Korean fried chicken,The temptation of crispy soy sauce chicken infused with garlic.,,26201192,https://place.map.kakao.com/26201192,2000,23000,104,,true,,,,,,kakao
4075980,La Seine,+82 2-317-7171,"Seoul 30, Eulji-ro, Jung-gu 1F, Lotte Hotel Seoul",04533,37.565277,126.98096,"Korean, Fusion",월 07:00~21:30 / 화 07:00~21:30 / 수 07:00~21:30 / 목 07:00~21:30 / 금 07:00~21:30 / 토 07:00~21:30 / 일 07:00~21:30,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/02/75/18/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d4075980-Reviews-La_Seine-Seoul.html,252,4.3,Buffet,A diverse buffet with a luxurious hotel ambiance.,,27348727,https://place.map.kakao.com/27348727,40000,99000,8,true,true,true,,,,,kakao
6463321,BLT Steak,+82 2-2276-3330,"Seoul 279, Cheonggyecheon-ro, Jongno-gu JW Marriott Dongdaemun Square Seoul",110126,37.570293,127.00882,"American, Steakhouse, Grill",Mon 11:30~14:30 / Mon 18:00~22:00 / Tue 11:30~14:30 / Tue 18:00~22:00 / Wed 11:30~14:30 / Wed 18:00~22:00 / Thu 11:30~14:30 / Thu 18:00~22:00 / Fri 11:30~14:30 / Fri 18:00~22:00,"BLT Steak is an authentic New York-style steakhouse with an antique yet modern atmosphere. With its unique menu and fresh sensibility, BLT Steak is staffed by top chefs, so you can experience both premium ingredients and service. Discover a distinctive space that satisfies all five senses.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/a2/b4/bd/blt-steak.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d6463321-Reviews-BLT_Steak-Seoul.html,197,4.5,,An authentic steakhouse that exudes a luxurious hotel atmosphere.,,26407092,https://place.map.kakao.com/26407092,285000,337500,2,true,true,true,,,,,tripadvisor
7618191,EID - Halal Korean Food,+82 70-8899-8210,"Seoul 67, Usadan-ro 10-gil, Yongsan-gu",04408,37.532322,126.9991,"Asian, Korean",Sun 11:30~21:00 / Mon 11:30~21:00 / Tue 11:30~21:00 / Wed 11:30~21:00 / Thu 11:30~21:00 / Fri 11:30~21:00 / Sat 11:30~21:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/fe/a9/d4/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d7618191-Reviews-EID_Halal_Korean_Food-Seoul.html,153,4.4,,,,,,,,,,,,,,,,tripadvisor
24827904,Latitude32,+82 2-2092-6108 ext. 09,"Seoul 209, Jamsil-ro 32F",05552,37.509075,127.08632,"International, Healthy",Sun 17:00~01:00 / Mon 17:00~01:00 / Tue 17:00~01:00 / Wed 17:00~01:00 / Thu 17:00~01:00 / Fri 17:00~01:00 / Sat 17:00~01:00,Travelers' Choice 2025,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/db/8a/11/32-32-500-32.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d24827904-Reviews-Latitude32-Seoul.html,132,5.0,,A 32nd-floor sky lounge filled with cosmic vibes.,,490067702,https://place.map.kakao.com/490067702,,,,true,true,,,,,,tripadvisor
2170347,Jyoti Indian Restaurant,+82 2-703-3535,"Seoul 6, Sinchon-ro 20-gil, Mapo-gu 3 Floor",04101,37.554913,126.93795,"Indian, Asian",월 11:00~22:00 / 화 11:00~22:00 / 수 11:00~22:00 / 목 11:00~22:00 / 금 11:00~22:00 / 토 11:00~22:00 / 일 11:00~22:00,We are established in early 2010 and successfully providing our best service to our locals and foreign visitors. We are specialist of Indian vegetarian and non Vegetarian mouth watering menus. By the continues support of our customers we are finally able to open our branch in seoul chungmuro. Thank you.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/3f/75/02/caption.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d2170347-Reviews-Jyoti_Indian_Restaurant-Seoul.html,349,4.5,Indian,Authentic Indian curry and naan brimming with spices.,,12570290,https://place.map.kakao.com/12570290,5500,8250,30,,true,,,,,,kakao
3616586,The Park View,+82 2-2230-3374,"Seoul 202 Jangchung-dong, Jung-gu",04614,37.556103,127.00493,"International, Asian, Korean, Hong Kong",월 06:00~22:00 / 화 06:00~22:00 / 수 06:00~22:00 / 목 06:00~22:00 / 금 06:00~22:00 / 토 06:00~22:00 / 일 06:00~22:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/14/88/b0/the-park-view.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d3616586-Reviews-The_Park_View-Seoul.html,291,4.4,Buffet,"A chef's instant-cooked meat paired with Changfen, a delightful combination.",,7981207,https://place.map.kakao.com/7981207,45000,100000,10,true,,,,,,true,kakao
26805070,Wolhwa Galbi,+82 2-2678-7592,"Seoul 17, Gyeongin-ro 79-gil, Yeongdeungpo-gu First floor",07290,37.51331,126.89353,"Asian, Korean, Healthy",월 16:00~23:00 / 화 16:00~23:00 / 수 16:00~23:00 / 목 16:00~23:00 / 금 16:00~23:00 / 토 12:30~23:00 / 일 12:30~23:00,Travelers' Choice 2025,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/c1/4d/d6/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d26805070-Reviews-Wolhwa_Galbi-Seoul.html,89,4.9,Galbi (grilled short ribs),"Hello, we are Wolhwa Galbi, specializing in traditional Damyang-style grilled dishes.",,674018439,https://place.map.kakao.com/674018439,6000,15000,11,,,,,,,true,kakao
7899589,Makan Halal Korean Restaurant,+82 2-6012-2231,"Seoul 52 Usadan-ro 10 gil, Yongsan-gu",04407,37.532787,126.99802,Indonesian,Sun 10:30~22:00 / Mon 10:30~22:00 / Wed 10:30~22:00 / Thu 10:30~22:00 / Fri 10:30~22:00 / Sat 10:30~22:00,"In Itaewon, near Seoul central mosque. We offer korean cuisine respectuous of muslims foods restrictions, using only halal ingredients, to propose the korean food experience to muslims or the halal food one to others.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/a0/c9/a0/makan-halal-korean-restaurant.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d7899589-Reviews-Makan_Halal_Korean_Restaurant-Seoul.html,112,4.5,,,,,,,,,,,,,,,,tripadvisor
27433088,Gowooga Gwanghwamun,+82 6205-9554,Seoul 136 Sejong-Daero Jung-Gu,,37.568447,126.9777,"Japanese, Seafood, Barbecue, Asian, Korean, Japanese Fusion",월 11:00~22:00 / 화 11:00~22:00 / 수 11:00~22:00 / 목 11:00~22:00 / 금 11:00~22:00 / 토 11:00~22:00 / 일 11:00~22:00,"Gowooga Gwanghwamun is a premium Korean dining restaurant located in the heart of Gwanghwamun. The refined interior and private rooms make it an ideal venue for business meetings, company dinners, and important gatherings. With carefully selected top-grade Korean beef and a traditional Korean course meal, it offers a luxurious dining experience. Loved by professionals and food enthusiasts alike, it is also a perfect choice for family gatherings and anniversaries.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/41/b8/61/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d27433088-Reviews-Gowooga_Gwanghwamun-Seoul.html,76,5.0,"Meat, Korean BBQ","Gwanghwamun Han-sik, Gwanghwamun group dining, Gwanghwamun meeting, Gwanghwamun Hanwoo, Hanwoo omakase, beef restaurant, omakase.",,2067761241,https://place.map.kakao.com/2067761241,15000,79000,28,true,,,,,,true,kakao
7033805,Linus' Bama Style BBQ,+82 2-790-2920,"Seoul 136-13, Itaewon-ro, Yongsan-gu Down the stairway next to McDonald's Itaewon, and straight back",04390,37.533775,126.98973,"American, Barbecue",월 11:30~21:00 / 화 11:30~21:00 / 수 11:30~21:00 / 목 11:30~21:00 / 금 11:30~22:00 / 토 12:00~22:00 / 일 12:00~21:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/57/9b/78/linus-bama-style-bbq.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d7033805-Reviews-Linus_Bama_Style_BBQ-Seoul.html,243,4.3,Western,The special joy of homemade barbecue burgers.,,25090873,https://place.map.kakao.com/25090873,3900,15900,30,,true,,,,,,kakao
7372732,Myth Jakbol - Seoul Hongdae Bonjeom,+82 2-337-2111,"Seoul 123-1, Eoulmadang-ro, Mapo-gu 1F",04050,37.55569,126.92384,"Asian, Korean, Grill",월 12:30~24:00 / 화 12:30~24:00 / 수 12:30~24:00 / 목 12:30~24:00 / 금 12:30~24:00 / 토 12:30~24:00 / 일 12:30~24:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/ac/c5/7a/interior.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d7372732-Reviews-Myth_Jakbol_Seoul_Hongdae_Bonjeom-Seoul.html,159,4.3,"Jokbal (braised pig trotters), bossam",The allure of tender pig's trotters filled with garlic aroma.,일 23:00 / 월 23:00 / 화 23:00 / 수 23:00 / 목 23:00 / 금 23:00 / 토 23:00,18480377,https://place.map.kakao.com/18480377,9000,45000,17,,,,,,,,kakao
15513085,GRAIN SEOUL,+82 2-336-5559,"Seoul 53 Yeonhui-ro 11ga-gil, Seodaemun-gu Get off at Yeonhui 104 Hill bus stop and walk 200m to the second floor across from the 24 E-Mart convenience store.",03707,37.566204,126.92735,"Cafe, European, Healthy, Scandinavian, Danish",월 09:00~17:30 / 화 09:00~17:30 / 수 09:00~17:30 / 목 09:00~17:30 / 금 09:00~17:30 / 토 09:00~17:30 / 일 09:00~17:30,"GRAIN SEOUL, true to its slogan of 'delicious and nutritious meals,' offers fresh brunch you can enjoy all day. Choose your desired items and build your own brunch. Enjoy a customized meal with fresh juice or coffee to wake you up throughout the day.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/07/e2/e8/everyone-cheer-up-let.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d15513085-Reviews-GRAIN_SEOUL-Seoul.html,22,5.0,Western,We offer a brunch where you can enjoy 'delicious and nutritious meals' all day long.,,997509076,https://place.map.kakao.com/997509076,6500,16000,11,true,,,,,true,,kakao
12368526,Onion,+82 70-7816-2710,"Seoul 8, Achasan-ro 9-gil, Seongdong-gu",04797,37.546463,127.05898,Street Food,월 08:00~22:00 / 화 08:00~22:00 / 수 08:00~22:00 / 목 08:00~22:00 / 금 08:00~22:00 / 토 09:00~22:00 / 일 09:00~22:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/97/65/61/onion.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d12368526-Reviews-Onion-Seoul.html,90,4.2,Cafe,A bakery café in Seongsu filled with vintage charm.,일 21:30 / 월 21:30 / 화 21:30 / 수 21:30 / 목 21:30 / 금 21:30 / 토 21:30,145791269,https://place.map.kakao.com/145791269,5000,7000,12,,,,,,,,kakao
3922605,Keunkiwajip,+82 2-722-9024,"Seoul 20-7, Bukchon-ro, Jongno-gu",03059,37.579876,126.98162,Korean,월 11:30~21:00 / 화 11:30~21:00 / 수 11:30~21:00 / 목 11:30~21:00 / 금 11:30~21:00 / 토 11:30~21:00 / 일 11:30~21:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/e5/57/cc/photo1jpg.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d3922605-Reviews-Keunkiwajip-Seoul.html,130,4.1,Korean,A neat traditional meal with a side of soy sauce marinated crab.,일 20:00 / 월 20:00 / 화 20:00 / 수 20:00 / 목 20:00 / 금 20:00 / 토 20:00,677693222,https://place.map.kakao.com/677693222,28000,76500,6,false,true,true,,,,,kakao
10677791,Gold Pig Restaurant,+82 2-231-0561,"Seoul 149, Dasan-ro, Jung-gu",04607,37.557003,127.0118,"Barbecue, Asian, Korean, Grill",Sun 11:30~23:00 / Mon 11:30~23:00 / Tue 11:30~23:00 / Wed 11:30~23:00 / Thu 11:30~23:00 / Fri 11:30~23:00 / Sat 11:30~23:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/20/d1/35/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d10677791-Reviews-Gold_Pig_Restaurant-Seoul.html,37,4.4,,An amazing combination of snowflake pork and basil wraps.,,1065693087,https://place.map.kakao.com/1065693087,19000,21000,4,,,,,,true,,tripadvisor
34063756,Jang&paste,+82 2-743-7779,Seoul Donhwamunlo 11Dagil 38,,37.57378,126.99007,"Asian, Korean",월 11:00~22:00 / 화 11:00~22:00 / 수 11:00~22:00 / 목 11:00~22:00 / 금 11:00~22:00 / 토 11:00~22:00 / 일 11:00~22:00,"A Korean restaurant showcasing modern flavors inspired by the deep, rich traditions of Korean fermented pastes.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/fa/3d/8d/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d34063756-Reviews-Jang_paste-Seoul.html,31,5.0,Korean,"The sauce matures under the moonlight, while the paste is concentrated in sunlight.",,1523287562,https://place.map.kakao.com/1523287562,8000,24900,19,,,,,,,true,kakao
3923509,Osegyehyang,+82 2-735-7171,"Seoul 14-5, Insadong 12-gil, Jongno-gu",03146,37.574635,126.98525,Korean,월 11:30~21:00 / 화 11:30~21:00 / 수 11:30~21:00 / 금 11:30~21:00 / 토 11:30~21:00 / 일 11:30~21:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/ba/d5/91/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d3923509-Reviews-Osegyehyang-Seoul.html,121,4.3,Korean,A healthy meal filled with 30 vegetarian dishes.,,12069878,https://place.map.kakao.com/12069878,6000,12000,9,,,,,,true,,kakao
19625631,Rosso1924,+82 2-336-1924,"Seoul 29, Hongik-ro, Mapo-gu",04038,,,"Italian, Pizza, Neapolitan, Campania, Southern-Italian",월 11:00~21:30 / 화 11:00~21:30 / 수 11:00~21:30 / 목 11:00~21:30 / 금 11:00~21:30 / 토 11:00~21:30 / 일 11:00~21:30,Travelers' Choice 2025,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/24/d5/c4/caption.jpg?w=700&h=400&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d19625631-Reviews-Rosso1924-Seoul.html,75,4.9,Pizza,Neapolitan pizza baked in an oak wood oven.,일 21:00 / 월 21:00 / 화 21:00 / 수 21:00 / 목 21:00 / 금 21:00 / 토 21:00,768187503,https://place.map.kakao.com/768187503,8900,17900,11,false,true,,,,,,kakao
3922956,Jamaejip,+82 2-2274-8344,"Seoul 177 Jongno 4-ga, Jongno-gu",,37.570652,127.00001,"Asian, Korean",화 10:30~21:40 / 수 10:30~21:40 / 목 10:30~21:40 / 금 10:30~21:40 / 토 10:30~21:40 / 일 10:30~21:20,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/49/1b/95/jamaejip.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d3922956-Reviews-Jamaejip-Seoul.html,302,4.3,"Meat, Korean BBQ","A signature spot at Gwangjang Market that started serving yukhoe for just 1,000 won (since 1974).",,8055849,https://place.map.kakao.com/8055849,9000,17000,12,,,,,,,,kakao
4414170,Kkanbu Chicken Samsung,+82 2-566-7088,"Seoul 156-6, Samsung-dong, Gangnam-gu",,37.508694,127.05618,"Asian, Korean",월 15:00~02:00 / 화 15:00~02:00 / 수 15:00~02:00 / 목 15:00~02:00 / 금 15:00~02:00 / 토 15:00~02:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/57/cc/e5/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d4414170-Reviews-Kkanbu_Chicken_Samsung-Seoul.html,47,4.4,Korean fried chicken,A special chicken restaurant that even the executives rave about.,,12474728,https://place.map.kakao.com/12474728,7000,20000,37,true,,,,,,,kakao
7118098,Jyoti Restaurant Chungmuro,+82 2-2261-2912,"Seoul 12-4, Seoae-ro, Jung-gu 2nd Floor",04624,37.56129,126.99796,"Indian, Asian, Nepali",월 11:00~22:30 / 화 11:00~22:30 / 수 11:00~22:30 / 목 11:00~22:30 / 금 11:00~22:30 / 토 11:00~22:30 / 일 11:00~22:30,"This restaurant is located back gate of Donguk university, 150 meter walking distance from Chungmuro station exit -1, and Daehan cinema Chungmuro, close to ambassador hotel and jael woman hospital. Dongdaemun shopping, history park, Myengdong shopping is nearby. Resaurant has 45+ seating capacity, free wifi, party organize, buffet on reservation . Vegetarian meal and non vegetarian meal will be served . Authentic Indian taste cooked by highly experienced chefs . All spices directly imported from India and Pakistan.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/ae/b9/c3/jyoti-restaurant-chungmuro.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d7118098-Reviews-Jyoti_Restaurant_Chungmuro-Seoul.html,199,4.6,Indian,A beloved spot for genuine Indian curry among locals.,,27268075,https://place.map.kakao.com/27268075,5500,11500,14,true,true,true,,,,,kakao
6165427,Mukshidonna Samcheongdong,+82 2-723-8089,"Seoul 74-7, Yulgok-ro 3-gil, Jongno-gu",03061,37.579006,126.98253,Korean,Sun 11:00~21:00 / Mon 11:00~21:00 / Tue 11:00~21:00 / Wed 11:00~21:00 / Thu 11:00~21:00 / Fri 11:00~21:00 / Sat 11:00~21:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c5/db/41/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d6165427-Reviews-Mukshidonna_Samcheongdong-Seoul.html,133,4.2,,,,,,,,,,,,,,,,tripadvisor
27128914,Hanyang Station,+82 2-6952-7225,"Seoul 31-11, Wausan-ro 21-gil, Mapo-gu 1st floor of B-dong",04041,37.55198,126.9221,"Barbecue, Asian, Korean",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/25/e8/21/6.jpg?w=800&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d27128914-Reviews-Hanyang_Station-Seoul.html,77,4.9,,,,,,,,,,,,,,,,
4608689,Otsal Traditional Indian Restaurant Seoul National Univ.,+82 2-882-6527,"Seoul 856-5 Bongcheon-dong, Gwanak-gu",,37.47983,126.95233,Indian,월 11:00~22:00 / 화 11:00~22:00 / 수 11:00~22:00 / 목 11:00~22:00 / 금 11:00~22:00 / 토 11:00~22:00 / 일 11:00~22:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/37/37/2f/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d4608689-Reviews-Otsal_Traditional_Indian_Restaurant_Seoul_National_Univ-Seoul.html,76,4.7,Indian,"[ Franchise Inquiries ] 02-875-6527, an authentic Indian restaurant that started in Ladakh in 1998.",,12740961,https://place.map.kakao.com/12740961,,,,true,,,,,,true,kakao
21127142,Blind Spot,+82 2-2076-2051,Seoul 1F,04392,37.528515,126.99312,"Bar, Cafe, European, Wine Bar",Sun 10:00~22:00 / Mon 10:00~22:00 / Tue 10:00~22:00 / Wed 10:00~22:00 / Thu 10:00~22:00 / Fri 10:00~22:00 / Sat 10:00~22:00,"Blind Spot is a venue that's just as good in the morning as it is late at night. While signature 'forest and seasonal-inspired' teas are served during the day, it takes on a different life at night. As evening falls, Blind Spot offers a range of bespoke and signature cocktails that are bursting with flavors. So no matter what time you visit, it's the perfect place to meet up and enjoy a drink.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/2c/71/a3/blind-spot.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d21127142-Reviews-Blind_Spot-Seoul.html,151,4.8,,Relax in a space for delicate desserts and leisurely tea time.,,1675910013,https://place.map.kakao.com/1675910013,25000,61500,3,,,,,,,,tripadvisor
26778142,Wolhwasikdang,+82 2-701-7592,"Seoul  29, Dohwa-gil, Mapo-gu, Seoul, Republic of Korea 1, 2 Floor",04168,37.540943,126.949234,"Barbecue, Asian, Korean, Grill",월 16:00~23:00 / 화 16:00~23:00 / 수 16:00~23:00 / 목 16:00~23:00 / 금 16:00~23:00 / 토 11:30~22:00 / 일 11:30~22:00,"[Beeswax-aged pork belly now available! (Reservation required)] Please reserve 3 weeks in advance by phone. Antibiotic-free spotted black pork belly, 100% domestic Duroc, traditional cast-iron lid grilling, real sesame oil pressed in-house at low temperature, ingredients grown directly at Wolhwa Farm in Muju, Jeollabuk-do, and eco-friendly freshly milled rice. With meat-aging patents, we do special low-temperature aging in our own aging room, and offer trustworthy house-made side dishes. Like an unchanging cast-iron pot, Wolhwa Restaurant will keep delivering the same consistent taste and dedication. Thank you :-D",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/ad/1e/b6/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d26778142-Reviews-Wolhwasikdang-Seoul.html,87,5.0,"Meat, Korean BBQ",Wolhwa Restaurant serves antibiotic-free pork.,,854624020,https://place.map.kakao.com/854624020,10000,27000,13,true,,,,,,,kakao
26997513,You Are What You Eat,+82 2-6002-3288,"Seoul 513, Yeongdong-daero, Gangnam-gu B1",,37.51252,127.05882,"Italian, Asian, Korean, Fusion, Healthy",Sun 11:00~21:00 / Mon 11:00~21:00 / Tue 11:00~21:00 / Wed 11:00~21:00 / Thu 11:00~21:00 / Fri 11:00~21:00 / Sat 11:00~21:00,YOU ARE WHAT YOU EAT is a plant-based restaurant with a wide range of plant-based meal options. Enjoy our 100% plant-based menu made with plant-based meat and other fresh ingredients! YOU ARE WHAT YOU EAT is located within Starfield Coex mall.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/8a/a5/e8/caption.jpg?w=700&h=400&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d26997513-Reviews-You_Are_What_You_Eat-Seoul.html,26,5.0,,,,,,,,,,,,,,,,tripadvisor
4886861,Maple Tree House Samcheongdong,+82 2-730-7461,"Seoul 31-1, Samcheong-dong, Jongno-gu",,37.586845,126.98184,"Barbecue, Asian, Korean",월 11:30~22:00 / 화 11:30~22:00 / 수 11:30~22:00 / 목 11:30~22:00 / 금 11:30~22:00 / 토 11:30~22:00 / 일 11:30~22:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/14/7a/0e/photo1jpg.jpg?w=900&h=500&s=1,https://www.tripadvisor.com/Restaurant_Review-g294197-d4886861-Reviews-Maple_Tree_House_Samcheongdong-Seoul.html,122,4.3,"Meat, Korean BBQ","Neatly grilled Hanwoo and pork, cooked over charcoal.",,10262074,https://place.map.kakao.com/10262074,21900,33900,5,true,true,,true,,,,kakao
