place_key,source_cid,lang,kind,category,name,summary,description,road_address,latitude,longitude,hours,fee,tags,homepage_url,start_date,end_date
008256,ENP008256,en,event,Festivals/Events/Performances,Changing of the Royal Guard at Gyeongbokgung Palace,"A must-see among Seoul's tourist attractions, this ceremony is a great opportunity to experience a rare traditional scene in Korea, as the ceremony is reenacted exactly as it used to be held, with guards wearing royal uniforms, carrying traditional weapons and playing traditional instruments.","During the Joseon Dynasty, the royal guards were responsible for guarding and patrolling the gates of the capital city and the royal palaces. The royal palace guards, who were known as the ""Wanggung Sumunjang"", had the very important duty of protecting theking by guarding the entrance gates of the primary royal palace where the king resided. They were in charge of opening and closing the palace gates, inspecting all visitors, and maintaining a close surveillance of the palace. They were divided intodayand night shifts, and the Changing of the Guard ceremony took place whenever the shifts changed over. In the early period of the Joseon Dynasty, the Changing of the Guard ceremony was conducted at Gyeongbokgung Palace as at that time Gyeongbokgung was the primary royal palace and the king then resided there. However, in the late period of the Joseon DynastywhenGyeongbokgung was burned down during the Imjin Waeran (Japanese Invasions of 1592 - 1598), Deoksugung was made the primary royal palace and the Changing of the Guard ceremony was then conducted at Deoksugung. After some extensive historical research, this splendid and elegant traditional Korean royal court cultural ceremony was first re-enacted in 1996 and has been a must-see among Seoul's tourist attractions ever since. This ceremony is a great opportunity to experiencea rare traditional scene in Korea, as the ceremony is reenacted exactly as it used to be held, with guards wearing royal uniforms, carrying traditional weapons and playing traditional instruments. A tradition comparable to the Changing of the Guards atBuckingham Palace, this ceremony takes place twice a day in front of Gwanghwamun, the main gate of Gyeongbokgung at 10 a.m. and 2 p.m. (except on Tuesdays).","12, Hyoja-ro, Jongno-gu, Seoul",37.57701264219352,126.97661272532484,"- Changing of the Royal Guard Ceremony: 10:00, 14:00
- Gwanghwamun Gate Guard on Duty Ceremony: 11:00, 13:00
- Royal Guard Costume Experience: Before and after the Changing of the Royal Guard Ceremony
- Gatekeeper Military Training: 9:30, 13:30 (Running time 15 min.)

※ Winter Season (Dec - Feb): On days when the temperature is -10℃ or lower, the changing of the royal guard ceremony maintains full scale presentation, however the number of guards on watchguard duty may be reduced.
※ Summer Season (July - Aug): On days when the temperature is 30℃ or higher, the changing of the royal guard ceremony maintains full scale presentation, however the number of guards on watchguard duty may be reduced.
※ Bad Weather (Heavy Rain or Snow): The changing of the royal guard ceremony may be cancelled while the duty of guarding the palace gates will continue to be carried out at Heungnyemun Gate.",,"korean traditional ceremony, korean guard changing ceremony, changing of the royal guard, gyeongbokgung events, gyeongbokgung guard ceremony",https://royal.khs.go.kr/ROYAL/contents/R201000000.do?act=view&ceIdx=202401240062,,
008010,ENP008010,en,event,Festivals/Events/Performances,Namsan Beacon Mound Lighting Ceremony,"The Namsan Beacon Mound Lighting Ceremony is a re-enactment of Bongsu, a communication system that was once used to notify the government of urgent military matters occurring at the city borders. After being reconstructed in 2007, a re-enactment of how the Beacon Mound was used during the Joseon Dynasty has been held from 11:30 to 12:30 daily (except Mondays).","The Namsan Beacon Mound Lighting Ceremony is a re-enactment of Bongsu, a communication system that was used to notify the central government of urgent military matters (e.g. the approach of enemy forces, etc.) from the borders during ancient times. Bongsu was used to send messages across the peninsula by using smoke during the daytime and torchlights at night, a more convenient and rapid messaging method than horse or messenger. ""Bongsu"" is a combination of the words ""bong"" meaning torchlight, and ""su"" meaning smoke. Namsan Beacon Mound was established after moving the capital city to Hanyang (present day Seoul) during the third year of King Taejo's reign (1394) during the Joseon Dynasty period. To protect the city from invasions, castle walls were built on the four major mountains located within the city: Bugaksan, Inwangsan, Naksan, and Namsan. On Namsan, five beacons were built at its peak to report political and military information to the king. One beacon was lit at normal times, two when an enemy appeared, three when an enemy approached the border, four when an enemy invaded the border and five beacons were lit when a battle with an enemy had begun at the border. Namsan Beacon Mound served as the central destination point for all beacons in the peninsula because of its proximity to the King. At the peak of the Chosun dynasty, 673 beacon towers transmitted military and political information from around the peninsula to the capital Seoul. Historical records state that it took 12 hours for a message to travel from Busan to Seoul, two cities approximately 500 kilometers apart. Namsan Beacon Mound was used for approximately 500 years until 1894, the year after Gabo Reformation. Namsan Beacon Mound was also called ""Mokmyeoksan Beacon Mound"" as Namsan was once called Mokmyeoksan, and was even called ""Gyeong Beacon Mound"" as it was located in Seoul. Originally there were five different beacon mound stations located on Namsan, but they were destroyed over the course of time. The current beacon mound was reconstructed in 1993 based on historical records in one of the five locations, near Namsan Palgakjeong Pavilion), and has been designated Seoul Monument No. 14. Starting from 2007, a re-enactment of how the Beacon Mound was used during the Joseon Dynasty has been held from 11:30 to 12:30 every day except on Mondays. The event starts with a patrolling ceremony and a ceremony of the guards. At around noon, the bongsugun (beacon tower soldiers) sound the bugle and conch horn to signify that the lighting ceremony is about to begin. Then at exactly noon, Bosingak Belfry located in Jongno rings twelve times, and the lighting ceremony begins. Only one beacon is lit in accordance with the rules that were used in ancient times. Although the lighting ceremony itself is great to see, the patrolling ceremony and ceremony of the guards that occurs before and after the lighting ceremony are very interesting to see as well. Although smaller in size than the Changing of the Guards ceremony that takes place at Deoksugung Palace, these ceremonies offer the opportunity to witness a different aspect of traditional Korean culture. Once the event has concluded, visitors may take photos with the bongsugun.","8-1 Yejang-dong, Jung-gu, Seoul",37.55611471951599,126.99202867563474,11:00~12:10,,"namsan beacon lighting ceremony, seoul traditional ceremony, namsan smoke signal, namsan beacon mound, traditional Korean re-enactment",https://namsanbongsu.kr/2022/?p=0301,,
008705,ENP008705,en,event,Festivals/Events/Performances,Traditional Performances at Namsan Beacon Mound,"Visitors can catch a unique traditional martial arts demonstration and folk concert performed by Bongsugun (beacon mound soldiers) everyday at 15:00 at the Namsan Palgakjeong Pavilion, located on Mount Namsan.","Namsan Beacon Mound Martial Arts Demonstration & Folk Concert Visitors can catch a unique traditional martial arts demonstration and folk concert performed by Bongsugun (beacon mound soldiers) everyday at 15:00 at the Namsan Palgakjeong Pavilion, located on Mount Namsan. Traditional Martial Arts Demonstration Spearmanship demonstration Swordsmanship demonstration Bare-knuckle boxing demonstration","8-1, Yejang-dong, Jung-gu, Seoul",37.551720148786735,126.98759608838154,15:00 - 16:00,,"namsan palgakjeong, martial arts demonstration, namsan pavilion, smoke signal, namsan, folk concert, bongsudae, traditional martial arts",https://namsanbongsu.kr/2022/?p=0101,,
031560,ENP031560,en,event,Festivals/Events/Performances > Festivals,One More Trip : 2019 Autumn Big Sale,One More Trip's 2019 Autumn Big Sale is back!,"One More Trip's 2019 Autumn Big Sale is back! This autumn, come enjoy the new reduced prices on One More Trip! Offering 20% discount on all experiences, make the best of your upcoming Seoul trip together with One More Trip! * One More Trip Sale URL > https://www.onemoretrip.net/en/goods_category/sale/",,,,,,"Sale, One More Trip, Event, One More Trip : Autumn Sale",https://www.onemoretrip.net/en/goods_category/sale/,,
031435,ENP031435,en,event,Festivals/Events/Performances > Festivals,3rd Gangbuk-gu Hiking Cultural Festival,"The 3rd Gangbuk-gu Hiking Cultural Festival will take place on Sept. 21, 2019 at Ui-dong Meeting Place.","<3rd Gangbuk-gu Hiking Cultural Festival> The 3rd Gangbuk-gu Hiking Cultural Festival will take place on Sept. 21, 2019 at Ui-dong Meeting Place. □ Date: 2019. 9. 21. □ Location: Ui-dong Meeting Place □ Event Details ○ Rock Climbing Experience (10:00 - 16:00) - Participants of all ages can come try out rock climbing ○ VR (Virtual Reality) Experience Zone (10:00 -16:00) - Experience rock climbing and roller coasters through VR ○ Activity Booths (10:00 - 16:00) - 3D pen, fireflies, drawing, etc. ○ Bukhansan Mountain Trekking (10:00 - 14:00) - Bukhansan Mountain Trekking (On-site Registration)﻿ Course: Ui-dong Meeting Place→Halujae→Youngbong→Yungmojeong Pavilion Pass→Seonunsa Temple→Ui-dong Meeting Place (Total Distance Approx. 6 km) ○ Music Festival (14:20 - 16:00) - Yodel Club, Singer Park Hyun-bin, Kang Ye-seul (Miss Trot) □ Sub Events: Rock Climbing, VR Experience Zone (Hiking), Activity Booths (3D pen, fireflies, drawing, etc.), Bukhansan Mountain Trekking □ Guests: Children Yodel Club, Park Hyun-bin, Kang Ye-seul (Miss Trot)","676 Samyang-ro, Gangbuk-gu, Seoul",37.66296633269413,127.01270274297694,10:00 - 16:00,,"Festival, 3rd Gangbuk-gu Hiking Cultural Festival",,,
016491,ENP016491,en,event,Festivals/Events/Performances > Festivals,The 18 Sparkling Bridges of the Han River,Just 12 of Seoul's bridges were lit up decoratively at night but lighting systems have expanded to 18 of Seoul's bridges.,"The 18 Colorful Charms of the Han River at Nighttime Previously, for energy conservation reasons, only 12 of the Han River’s bridges were lit up colorfully at night. However, lighting plans were expanded to include more bridges and now a total of 18 Han River bridges are lit up colorfully at night. This has resulted in an even more beautiful Seoul nightscape. Currently, 27 of the Han River’s 29 bridges have or are in the process of being fitted with lighting systems. Originally, just 12 bridges had lighting systems. The 6 bridges to have been newly fitted with lighting systems are the Hangang Railway Bridge, the Haengjydaegyo Bridge, the Dongjakdaegyo Bridge, the Hannamdaegyo Bridge, the Yeongdongdaegyo Bridge, and the Jamsildaegyo Bridge. The 5 “storytelling” bridges and the 13 “outstanding landscape” bridges each have their own personalities, images, and characteristics. The light show times are flexible. The exact time the bridges’ decorative lighting turns on varies depending on the season and sunset times. Usually, the lights go on from dark until 11pm. Additionally, from May to October, the warm weather draws many Seoulites to the Han River and so the lights are usually kept on until midnight during these months.",,,,,,"Han River, Hannamdaegyo Bridge, Yeongdongdaegyo Bridge, Seongsandaegyo Bridge, Banpodaegyo Bridge,  Jamsildaegyo Bridge,  Olympic Bridge, Nighttime Spot",http://mediahub.seoul.go.kr/archives/967989,,
000038,ENP000038,en,event,Festivals/Events/Performances > Festivals,Hi Seoul Festival,"The Hi Seoul Festival will be taking place from October 1st (Thurs) until the 4th (Sundays) in major areas of Seoul such as Seoul Plaza, Cheonggye Plaza, Gwanghwanun Plaza, Seoul Museum of Art, Seoul Station, Sejong-daero, Deoksugung-gil, City Hall, etc. 



The theme for 2015 is ""Let's Play in the Streets"". There will be several performances and programs that will be provided to anyone who wants to join. 55 performance teams will be giving performances for free.","※ The 2016 Schedule Is Coming Soon The Hi Seoul Festival is one of the world's largest annual performing arts festivals with an average of 1.5 million people participating in the event annually. The festival aims to promote international unity by enabling people to communicate with one another through music and non-verbal performances, going beyond the barriers of language, race and age. Hundreds of performances by teams from around the world are presented during the week-long festival. The annual festival is held once a year during the fall around the City Center. ""Please be advised, this article specifies 2015. Exact event details are to be announced seasonally"" The Hi Seoul Festival will be taking place from October 1st (Thurs) until the 4th (Sundays) in major areas of Seoul such as Seoul Plaza, Cheonggye Plaza, Gwanghwanun Plaza, Seoul Museum of Art, Seoul Station, Sejong-daero, Deoksugung-gil, City Hall, etc.","10-7, Jong-ro, Jongno-gu, Seoul, Korea",37.56943887890608,126.97857906810384,,,,http://www.hiseoulfest.org/2015_en/index.php,,
009328,ENP009328,en,event,Festivals/Events/Performances > Festivals,Itaewon Global Village Festival,"From October 17-18, the ""2015 Itaewon Global Village Festival"" will  take place in Itaewon, an area that is considered to be a special tourist zone.","From October 17-18, the ""2015 Itaewon Global Village Festival"" will take place in Itaewon, an area that is considered to be a special tourist zone. The festival will be one dynamic event. The highlight is definitely the global village parade, then there is the fashion show with traditional clothing, a ""DJ festival"" that has the unconditional support of the younger generation, a chance to see the culture of different countries, and also a chance to try foods from different nations as well. For the first time this year, the audience will be able to participate in quizzes, a traditional form of tug-of-war, a Korean game of popping a plastic balloon-like structure, and other events that are tailored for a large sum of people so that everyone can join in at once. The main stage will be at Noksapyeong station, but there will be separate smaller stages all around the Itaewon area and Bogwang-ro, where you can see traditional folk performances, participate in the global village quiz, see street performances, and various other forms of entertainment.","Noksapyeong Station area, Yongsan-gu, Seoul",37.53418429962022,126.98819642436872,,Free,"parade, itaewon, concerts, global festival, cultural programs",http://www.itaewon.or.kr/,,
009288,ENP009288,en,event,Festivals/Events/Performances > Festivals,Seoul Grand Park Fall Festival,Seoul Grand Park's Fall festival will take place from October 9-25.,"Seoul Grand Park's Fall festival will take place from October 9-25. The theme for the 2015 Seoul Grand Park Fall Festival is ""world tour of the zoo."" During the festival, there will also be an 'Animal Habitat Culture Festival' and the ""Seoul Grand Park Plant Exhibition"", which will have a diversity of educational programs and events. In total, there will be 10 different programs available. An animal stamp activity and global village concert will also be available for visitors. Also, if at least 7 stamps are filled out during the animal stamp activity, then visitors will be able to participate in a global craft activity, a ""Jambo Mambo global instrument activity"" and many more fun events.","Seoul Grand Park, 102 Daegongwongwangjang-ro, Gwacheon-si, Gyeonggi-do",37.43595477535079,127.01423406496475,,,"programs, seoul grand park, fall, zoo, performances",http://grandpark.seoul.go.kr/main/grandMain.do?headerId=41181,,
009221,ENP009221,en,event,Festivals/Events/Performances > Festivals,Herb Medicine Culture Festival,"From October 10-11, the 21st Herbal Medicine Culture Festival will take place at Seoul Yangnyeong market, the largest oriental medicine market in Korea, which is located in Jegi-dong, Seoul. The festival will take place from October 10-11.","From October 10-11, the 21st Herbal Medicine Culture Festival will take place at Seoul Yangnyeong market, the largest oriental medicine market in Korea, which is located in Jegi-dong, Seoul. Meant to be a healing space for tired and weary bodies, the 4 themes for this year's festival are the comfort of Knowledge, Joy, Taste, and Learning.","Yangnyeongjungang-ro 10-gil, Dongdaemun-gu, Seoul",37.58103128551949,127.03763754603384,9:00~18:00,Free,"festival, jegidong, herbal medicine, yangnyeong",http://www.seoulya.com/festival/festival.htm,,
009141,ENP009141,en,event,Festivals/Events/Performances > Festivals,Seoul Bazaar Festival,"From October 1 -4 in the Gwanghwamun area, the Seoul Chamber of Commerce and Industry will be hosting the Seoul Bazaar Festival where premium products will be for sale at discounted prices.","From October 1 -4 in the Gwanghwamun area, the Seoul Chamber of Commerce and Industry will be hosting the Seoul Bazaar Festival where premium products will be for sale at discounted prices. The main locations for this festival will be Gwanghwamun Square, Sejongno Park, Simin Yeolin Madang, Cheonggyecheon ro, Hanbit Square, and Deoksugung-gil. There will also be 11 other locations such as the Seocho Bus Terminal, Jamsil Lotte World mall, and more.",,,,,,"Gwanghwamun Square, cheonggyecheon, bazaar festival, shopping",,,
009100,ENP009100,en,event,Festivals/Events/Performances > Festivals,Gangnam Festival,"From October 1-4, the Samseong-dong Yeongdong-daero area will be making way for the Gangnam Festival. The festival is composed of the fashion festival, International Peace Marathon, and the Hallyu Festival.","Fall Festivals in Gangnam From October 1-4, the Samseong-dong Yeongdong-daero area will be making way for the Gangnam Festival. The festival is composed of the fashion festival, International Peace Marathon, and the Hallyu Festival.",,,,,,"gangnam, festival, K-POP, fashion, fashion",,,
009081,ENP009081,en,event,Festivals/Events/Performances > Festivals,Seoul Bamdokkaebi Night Market 2015,"From October 1-17, Yeouido Hangang Park will be hosting a late night market where you can eat from food trucks, browse through creative items for sale, and enjoy fun performances. The exact dates are as follows: October 1-2, 8-20, and 16-17. The market will be open from 6 pm until 12 am.","Late night market at the Hangang (River)! From October 1-17, Yeouido Hangang Park will be hosting a late night market where you can eat from food trucks, browse through creative items for sale, and enjoy fun performances. The exact dates are as follows: October 1-2, 8-20, and 16-17. The market will be open from 6 pm until 12 am.","330 Yeouidong-ro, Yeongdeungpo-gu, Seoul",37.53131782982196,126.92422431843406,"Fri, Sat 18:00~24:00",Free,"food trucks, festival, yeouido hangang park, late night market",http://www.bamdokkaebi.org/,,
009095,ENP009095,en,event,Festivals/Events/Performances > Festivals,Korea Grand Sale,"Korea Grand Sale will take place from August 14th - October 31st, 2015. Starting from the 14th, there will be a ""Pre-Korea Grand Sale"" for 21 days where you can get a head start on discounts for airplane flights, lodging, and shopping.","2015 Korea Grand Sale: August 14th - October 31st, 2015 Starting from the 14th, there will be a ""Pre-Korea Grand Sale"" for 21 days where you can get a head start on discounts for airplane flights, lodging, and shopping. Some of the main benefits include a 70% discount for all flights on Jeju Air, a 50% discount on season passes at Everland, and up to 80% off on some brands at Lotte Duty Free Store.",,,,,,"grand sale, korea, shopping, sale",http://www.koreagrandsale.co.kr/en,,
008829,ENP008829,en,event,Festivals/Events/Performances > Festivals,Seoul Temple Stay Week,Experience the joys of a temple stay.,"The temple stay can be thought of as a way to ""find yourself."" Through experiences such as communal eating, chanting, and meditation, you have the leisure to engage yourself in a deeper way. Previously, information on temple stays was limited and the cost might have made you hesitate. However, for Temple Stay Week only, a special price will be offered. Don't miss this chance to get away from the crowded and chaotic atmosphere of the city! Since there is a limited number of spots, hurry and find out how to make a reservation at the English TempleStay website or at spring.templestay.com(Korean). Reservations will be taken on a first come, first serve basis from 4.17-5.12. Temple Options Dates Maximum # of People/Day Foreign Languages Gwanmunsa Day Program 5.6~7/ 5.13~14 10 Individual/Group n/a 2 days, 1 night (Overnight stay) - - International Seon Center Day Program 5.1~6/ 5.8~14 100 Available (English) 2 days, 1 night 5.1~6/ 5.8~14 100 Geumseonsa Day Program 5.1/ 5.4~8/ 5.11~13 20 2 days, 1 night 5.1/ 5.4~8/ 5.11~13 20 Kilsangsa Day Program 5.1/ 5.11 40 n/a 2 days, 1 night 5.9 40 Myogaksa Day Program 5.1~2/ 5.4~10/ 5.12~14 80 Available (English) 2 days, 1 night - - Jogyesa Day Program 5.1~14 50 Group 2 days, 1 night 5.1~14 30 Jingwasa Day Program 5.1~14 50 Individual n/a 2 days, 1 night - - Bongeunsa Day Program 5.1~2/ 5.4~10/ 5.12~14 80 Individual/Group Available (English) 2 days, 1 night 5.6/ 5.8/ 5.10~13 40 Hwagyesa Day Program - - n/a 2 days, 1 night 5.1/ 5.5/ 5.7~10/ 5.12/ 5.14 17",,,,,"Overnight Stay : 10,000won
Day Ticket : 5,000won",,ttp://eng.templestay.com/,,
008783,ENP008783,en,event,Festivals/Events/Performances > Festivals,LetsRun Park Cherry-Blossom Night Festival,"LetsRun Park, located at Seoul Race Park station, is holding an evening cherry-blossom festival.","Come to LetsRun Park (located at Seoul Race Park station) for lights, busking, various performances, a snack bar, and even a photobooth. You can also enter into their photo contest and have a chance to win a generous prize. For more information, visit their facebook page: https://www.facebook.com/letsrunpark (this page is only in Korean).",Kyonggi-do Gwacheon-si Gyeongmagongwon-daero 107,37.44757216212752,127.01704857883009,,,,http://www.kra.co.kr/informationNotice.do?artNo=152388,,
008744,ENP008744,en,event,Festivals/Events/Performances > Festivals,Seoul Grand Park Flower Festival,"From April 1st to May 6th, 2015, Seoul Grand Park will be having a flower festival both outdoors and through their botanical garden.","From April 1st to May 6th, 2015, Seoul Grand Park will be having a flower festival both outdoors and through their botanical garden. You will have a chance to see different kinds of orchids, lavender, thyme, pineapple sage, and thyme to name a few. The botanical garden also houses many plants that thrive in a Mediterranean climate and tulips, forget-me-nots, calendulas, etc. grow nearby.","102 Daegongwongwangjang-ro, Gwacheon-si, Gyeonggi-do",37.43595477535079,127.01423406496475,,,,http://grandpark.seoul.go.kr,,
009044,ENP009044,en,event,Festivals/Events/Performances > Festivals,Ttukseom Hangang Park Snow Sledding,"Snow sledding and other winter activities are now open at Ttukseom Hangang Park. Open daily from 9am to 5pm, a one day pass will allow you to access to four different types of equipment - a trampoline, the bumper cars, the mini-viking and electric mini-cars.","Snow sledding and other winter activities are now open at Ttukseom Hangang Park. Open daily from 9am to 5pm, a one day pass will allow you to access to four different types of equipment - a trampoline, the bumper cars, the mini-viking and electric mini-cars.",,37.52917389142718,127.07136075929144,,,,http://hangang.seoul.go.kr/,,
008931,ENP008931,en,event,Festivals/Events/Performances > Festivals,Run@SeoulWeek,Seoul Metropolitan Government invites global citizens to participate in interactive campaign to give missions to the runners so they can accomplish various missions given and deliver lively images of Seoul.,Seoul Metropolitan Government invites global citizens to participate in interactive campaign to give missions to the runners so they can accomplish various missions given and deliver lively images of Seoul.,,,,,,,,,
008898,ENP008898,en,event,Festivals/Events/Performances > Festivals,Seoul Kimchi Making & Sharing Festival,Learn all you need to know about Kimchi at the 2014 Seoul Kimchi Making & Sharing Festival. You can experience in real Korean culture as you try out the delicious flavors that make up the country!,Learn all you need to know about Kimchi at the 2014 Seoul Kimchi Making & Sharing Festival. You can experience in real Korean culture as you try out the delicious flavors that make up the country!,"2, Taepyeong-ro, Sujeong-gu, Seongnam-si, Gyeonggi-do, Korea (태평동)",37.44780513315404,127.1272639264116,,,,http://english.seoul.go.kr/2015-seoul-kimchi-making-sharing-festival/,,
008897,ENP008897,en,event,Festivals/Events/Performances > Festivals,Seoul Independent Film Festival 2014,"Known as the most representative collection of independent films in Korea, the Seoul Independent Film Festival boasts a history dating back to 1975. It provides a platform for up and coming independent film directors to present their work and a means for audiences in Seoul to quench their cultural and artitstic thirst.","Known as the most representative collection of independent films in Korea, the Seoul Independent Film Festival boasts a history dating back to 1975. It provides a platform for up and coming independent film directors to present their work and a means for audiences in Seoul to quench their cultural and artitstic thirst.","848, Nonhyeon-ro, Gangnam-gu, Seoul, Korea",37.52458557672351,127.02882921365752,,,,,,
008385,ENP008385,en,event,Festivals/Events/Performances > Festivals,Seoul Metro Stamp Tour,"Visit tourist attractions in Seoul and take photos in order to receive a stamp on your booklet. The first 1,000 people to complete all the courses will be given souvenirs.","Seoul Metro Stamp Tour/ Tour Seoul via subway Visit tourist attractions in Seoul and take photos in order to receive a stamp on your booklet. The first 1,000 people to complete all the courses will be given souvenirs. Stamp Station Locations Tourist Attractions Seoul Station (Lines 1, 4) Culture Station Seoul 284 (former Seoul Station), Namdaemun Gate (Sungnyemun Gate), Namdaemun Market Hoehyeon Station or Myeongdong Station (Line 4) Mt. Namsan, Namsan Seoul Tower, Myeong-dong Shopping District, Myeongdong Cathedral KTO Tourist Information Center Cheonggyecheon Stream, Gwanghwamun Square, Korea Tourism Organization,TIC Course 2: The Street of Youth Stamp Station Locations Tourist Attractions Hongik University Station (Line 2) Hongdae area including Hongdae Street, Hongdae Flea Market, etc. Sinchon Station or Ewha Womans University Station (Line 2) Street between Sinchon and Ewha Womans University (Car-free Street/Myeongmul-geori Street) Course 3: A Glimpse of History Stamp Station Locations Tourist Attractions Gyeongbokgung Palace Station (Line 3) Sajikdan, Cheong Wa Dae Sarangchae, Gyeongbokgung Palace, National Museum of Korean Contemporary History, Hangeul Gaon-gil, Seoul Museum of History, Samcheongdong-gil Road City Hall Station (Lines 1, 2) Jeongdong-gil Road, Deoksugung Doldam-gil (Deoksugung Stone-Wall Road), Deoksugung Palace Royal Guard-Changing Ceremony, Seoul Museum of Art KTO Tourist Information Center Bosingak, Jogyesa Temple, Tapgol Park, Insa-dong (Ssamziegil) Course 4: Going Beyond Tradition and Toward the Future Stamp Station Locations Tourist Attractions Hyehwa Station (Line 4) Ihwa-dong Mural Village, Naksan Park, Dongdaemun Seonggwak (Fortress Wall) - Naksan Course, Daehangno (University Street) Dongdaemun Station (Lines 1, 4) Dongdaemun Gate (Heunginjimun Gate), Dongdaemun Market Dongdaemun History & Culture Park Station (Lines 2, 4) Dongdaemun Design Plaza (DDP), Dongdaemun History Museum, Klive (K-pop Hologram Concert Hall)","161, Apgujeong-ro, Gangnam-gu, Seoul, Korea (압구정동, 강남관광정보센터)",37.526842105627495,127.02705620164268,,,,,,
007907,ENP007907,en,event,Festivals/Events/Performances > Festivals,Seoul Open Week,"Enjoy camping, music, and various cultural activities at the annual Seoul Open Week from August 29 to 30 at Seoul Plaza, Cheonggye Plaza and Citizens' Hall.","Enjoy camping, music, and various cultural activities at the annual Seoul Open Week from August 29 to 30 at Seoul Plaza, Cheonggye Plaza and Citizens' Hall. The highlights of this year's festival is ""Open House Seoul,"" where the most iconic buildings and architecture of Seoul are explored; ""Seoul Music Festival,' where ordinary people show off their musical prowess; and overnight camping at the urban center of Seoul.","63, Namdaemun-ro, Jung-gu, Seoul, Korea (소공동, 한진빌딩)",37.56306390401194,126.9813652415084,,,,,,
009015,ENP009015,en,event,Festivals/Events/Performances > Festivals,Seoul Fringe Festival,Please be advised that dates are announced seasonally.,"※ The 2016 Schedule Is Coming Soon 2015 celebrates the 18th annual Seoul Fringe Festival, which began in 1998 as the ""Independent Arts Festival."" From August 1st through 9th, performances will take place at several different indoor and outdoor spaces in Hongdae and the World Cup Stadium. Hundreds of individuals and groups will perform theater, dance, pantomime, music and interdisciplinary performance art that combines multiple genres.","World Cup Stadium, 240, World Cup-ro, Mapo-gu, Seoul",37.56829431746581,126.89726327628448,,,"Festival, Arts,  Culture, Seoul Fringe Festival,  Performance",http://eng.seoulfringefestival.net/,,
009033,ENP009033,en,event,Festivals/Events/Performances > Festivals,Marronnier Summer Festival,"Enjoy camping, festivities and culture all at the Marronnier Summer Festival from August 1 to August 16 at theaters and parks around Daehangno.","Enjoy camping, festivities and culture all at the Marronnier Summer Festival from August 1 to August 16 at theaters and parks around Daehangno. The Marronnier Summer Festival will feature block parties, camping, music concerts, talk shows, workshops and other activies to advocate summer vacationing in the city. Dozens of tents will be set up at the parking lot of the Arko Arts Theater throughout the festival. Campers will be able to enjoy mini acoustic band concerts, delcious midnight snacks, late night movies and more. Reservations can be made for parties of 4, at 10,000 per person. Other activities include late Night Booktalks and used books sales at the bookstore located on the 1st floor of the Danhangno Performing Arts Center, food workshop using garden vegetables, Indian Teepee building, live broadcasting and more.",,,,,,,http://blog.naver.com/m_sf08,,
009500,ENP009500,en,event,Festivals/Events/Performances > Festivals,"""My Love from the Stars"" Exhibition","The SBS drama, ""My Love from the Stars"" special exhibition is the exact replica of the two main character's homes.","The SBS drama, ""My Love from the Stars"" special exhibition is the exact replica of the two main character's homes. The internationally acclaimed hit Korean drama is a fantasy romance between an alien named Do Min Joon, who came to earth about 400 years ago, and an arrogant Hallyu star Cheon Song Yi. The exhibition showcases the original film sets of both character's homes, and props used during filming. Visitors can also experience the technology behind the scenes of when Do Min Joon would stop time. The special exhibition, which will be held at the Dongdaemun Design Plaza, brings an full-scale open to the public.","Gwanghuidong, Jung-gu, Seoul",37.66930391212278,126.74578306000076,10:00 am - 10:00 pm,"Adult 15,000 Won / Student 10,000 Won / Children 8,000 Won
Virtual shooting 3,000won Time Slice 6,000won","my love from the stars, dongdaemun, ddp",http://lovefromstar.sbs.co.kr/,,
008859,ENP008859,en,event,Festivals/Events/Performances > Festivals,Seoul Gugak Festival,"Every October, the Seoul Gugak Festival offers visitors the chance to see and experience traditional Korean performing arts.","※ This is a 2014 event. Further information about this event in 2019 will be updated at a later date. Every October, the Seoul Gugak Festival offers visitors the chance to see and experience traditional Korean performing arts. Attendees will be able to get an exquisite glimpse into Korean traditional music, song, and dance by those who have been officially designated as luminaries of the genre.",,,,,,,http://seoulgugakfestival.org,,
008762,ENP008762,en,event,Festivals/Events/Performances > Festivals,Dano Festival,"Dano is one of the three major traditional holidays in South Korea, together with Seollal and Chuseok.","Dano is one of the three major traditional holidays in South Korea, together with Seollal and Chuseok. The holiday originated from the Mahan Confederacy, a confederation of Korean states that existed more than 2,000 years ago. Also called Surit-nal, it is celebrated on the fifth day of the fifth month of the lunar calendar. This year it falls on Thursday, June 1. On Dano, women traditionally wash their hair in water boiled with sweet flag, and men wear iris roots around their waist. Tteok (rice cakes) made with herbs are also eaten on this day. You can experience Dano and its related customs at the Namsangol Hanok Village or at the National Folk Museum of Korea. A variety of events are scheduled, including washing hair with sweet flag, making bows, fans, and kites, tasting herb rice cakes, riding swings and more.",,37.55856550678351,126.9932958961706,June 1 9:00~17:00,"Free ~ 5,000 KRW",,,,
