place_key,source_cid,lang,kind,category,name,summary,description,road_address,latitude,longitude,hours,fee,tags,homepage_url,start_date,end_date
wlwiuo,ENPwlwiuo,en,attraction,Shopping > Specialty Shops & Stores,Parsnips,"A lifestyle concept store featuring furniture, lighting, and more infused with Parsnips' unique sensibility","Parsnips, located in Bukchon, is a lifestyle concept store created by the tea brand Delphic. It showcases a variety of products, including furniture, kitchenware, and home goods, focusing not on appearances but on the lifestyle that shapes an individual. At Parsnips, you can find unique items not commonly seen elsewhere. Upon entering, you'll be impressed by the carefully arranged furniture that complements the space, highlighting Parsnips' attention to detail. The first floor mainly features home decor and lifestyle accessories, while the second floor is dedicated to furniture and lighting. As you ascend to the second floor, the harmony between the traditional hanoks of Bukchon visible through the windows and the interior design adds to the charm of the space.","84-3 Gyedong-gil, Jongno-gu, Seoul",37.5812983502505,126.986852182069,Monday to Sunday: 11:00 - 20:00,,"Anguk, Samcheongdong, Bukchon, SelectShop, Furniture, FurnitureSelectShop, LifestyleSelectShop, showroom",https://parsnips.kr/,,
hs5npl,ENPhs5npl,en,attraction,Shopping,Gwangseong Utong,A nut shop that has been serving Cheongnyangni Comprehensive Market for three generations,"Gwangseong Utong has been selling nuts at Cheongnyangni General Market since 1985. It started with dried persimmons and jujubes before expanding into the rare nut trade at that time. Now in its third generation, Gwangseong Distribution continues to offer fresh nuts daily, incorporating decades of expertise. Recently, they have modernized their sales methods through live commerce and an online shopping mall. With a transparent pricing policy, anyone can comfortably enjoy the high-quality nuts from Gwangseong Distribution.","30, Gosanja-ro 36-gil, Dongdaemun-gu, Seoul, Korea",37.5790994191547,127.040139887797,Daily 06:00~20:00,,"Oraegage, Nuts, OnlineShopping, Cheongnyangni",,,
v9kv5b,ENPv9kv5b,en,attraction,Shopping > Specialty Shops & Stores,Ankyungbaksa,An optical shop that gave rise to numerous franchise stores nationwide,"Ankyungbaksa is a brand that started in 1997, revolutionizing the eyewear distribution industry in Korea. It is renowned for its custom-fitting services and surpassed 100 stores within its first year. The flagship store is located in Jeongneung-dong, Seongbuk-gu, an area rich in both history and nature. After getting fitted for glasses, customers can enjoy the beautiful scenery of Jeongneung with clearer vision.","10, Bogungmun-ro, Seongbuk-gu, Seoul, Korea (부광빌딩)",37.6055398661903,127.011718461754,Mon-Sat 10:00~21:00,,"Glasses, Jeongneung, Oraegage, OpticalShop",,,
tw1dyr,ENPtw1dyr,en,attraction,Shopping > Specialty Shops & Stores,Park Seon-yeong Traditional Hanbok Research,"Traditional Hanbok made with the needlework of a Chimseonjang, a master artisan recognized as an intangible cultural heritage","Park Seon-yeong Traditional Hanbok Research is dedicated to preserving the essence of traditional hanbok. It was founded by Master Artisan Park Sun-young (Seoul's Intangible Cultural Heritage No. 11: Chimseonjang) who aimed to uphold the beauty of hanbok and the spirit of ancestors embedded within it. Currently, the studio is operated by her son, Kim Ki-sang, who has inherited her skills. Customers can choose from a variety of luxurious fabrics in different colors and decide on measurements and designs to create a custom-made hanbok. The production period is approximately 7-10 days, and international shipping is not available. The studio also offers educational programs on traditional hanbok.","227, Yulgok-ro, Jongno-gu, Seoul, Korea",37.5761636105313,127.004234535162,Flexible Hours 11:00~17:00,,"IntangibleCulturalHeritage, Artisan, Hyehwa, Oraegage, Hanbok",,,
ennz8o,ENPennz8o,en,attraction,Shopping > Specialty Shops & Stores,Calvin Klein Myeong-dong,Calvin Klein located in Myeong-dong,"Calvin Klein is a global lifestyle brand that embodies bold, progressive ideals and captivating aesthetics. The Calvin Klein Myeongdong store is a combo store where you can experience and shop the full range of Calvin Klein products, including jeans, underwear, and accessories. Visit the store to discover Calvin Klein's attractive products. For the convenience of international customers, staff members who speak Chinese, Japanese, and English are available, and services like Tax-Free and Alipay are also provided.","1F, 21-5 Myeongdong 8-gil, Jung-gu, Seoul",37.5628406181285,126.985030778469,10:30-22:00,,"CALVINKLEIN, MyeongdongShopping, Myeongdong, CalvinKleinMyeongdong, CK",,,
jxvczp,ENPjxvczp,en,attraction,Shopping > Specialty Shops & Stores,"PLAY IN THE BOX, The Hyundai Seoul Branch","A vibrant and fun-filled space, Play in the Box is a haven for the MZ generation","Play in the Box is a favorite spot for the MZ generation, offering a lively and exciting environment where visitors can explore various characters and brands. This platform provides a variety of experiences, from globally recognized character merchandise and unique items typically seen only on social media to four-cut photo booths, capsule toys, photo zones, pop-up stores, and ASMR content. Through regular collaborations with various characters, Play in the Box hosts pop-up stores that feature unique photo zones, life-sized photo booth frames, and charming character goods. With its vibrant and joyful atmosphere, Play in the Box is perfect for visits with friends, partners, or children. The space is particularly well-suited for group outings, with an extensive selection of themed photo booths and plenty of room for capturing group photos.","The Hyundai Seoul, 5F, 108 Yeoui-daero, Yeongdeungpo-gu, Seoul",37.5251913154781,126.929112756574,"Mon-Thu: 10:30 - 20:00 
Fri-Sun: 10:30 - 20:30",,"TheHyundai, SelfPhoto, FourCutPhoto, PhotoBooth, SelfStudio, MZ, PhotoZone, Character, Goods, PlayIntheBox, TheHyundaiSeoul",https://www.playinthebox.co.kr/,,
fuliol,ENPfuliol,en,attraction,Shopping > Specialty Shops & Stores,MONOHA HANNAM,A lifestyle shop that pursues the beauty of blank space,"Monoha Hannam is a lifestyle shop situated in Hannam-dong. It offers a curated selection of products that capture the essence of simplicity and spaciousness. The shop features a minimalist and elegant design, creating a serene and stylish atmosphere that feels almost like a retreat. In addition to displaying artists' crafts and interior accessories, Monoha Hannam offers a range of home goods, including hairbands, towels, cups, dishes, clothing, and bags. Serving as both a concept store and gallery, Monoha Hannam regularly hosts exhibitions in a dedicated shop section. It’s a tranquil space where visitors can appreciate the artwork without the pressure to purchase. The products available may differ slightly across showrooms at various locations and are also available for purchase through the online store.","36 Dokseodang-ro, Yongsan-gu, Seoul",37.5316553993641,127.007733620089,Tue-Sun 11:00-19:30,,"Showroom, Craft, MonohaHannam, Hannam, Garments, Gallery, Shopping",https://monoha.com/,,
bj4if3,ENPbj4if3,en,attraction,Shopping > Specialty Shops & Stores,NR CERAMICS,"NR CERAMICS, a lifestyle brand that naturally blends in","NR CERAMICS is a lifestyle brand launched in 2018, offering a wide range of home goods and craft products, including vases, dishes, cutlery, and interior accessories. The brand aims to design items that naturally blend into spaces, conveying the values of nature and art in everyday life. To ensure that their pieces seamlessly integrate into someone's personal space, NR Ceramics avoids excessive design and staging. Instead, they focus on providing simple and natural spaces that impart a sense of relaxation and tranquility. All NR Ceramics products are meticulously designed and refined through careful planning and trial and error, using methods tailored to each item. While they prioritize handcrafted techniques, they also incorporate certain machine production methods to enhance the quality and offer their products at reasonable prices. The brand is well-regarded for its simple designs that effortlessly blend into any setting and for its reasonable pricing, which has garnered a loyal following over time.","2F, 53-1 Insadong-gil, Jongno-gu, Seoul",37.5747526120516,126.98382584352,Thu-Sun 13:00-18:30,,"NRCeramics, Craft, Tableware, Vase, Dish, InteriorAccessories, HomeGoods, CraftProducts",https://nrceramics.com/,,
h102m6,ENPh102m6,en,attraction,Shopping > Specialty Shops & Stores,Storage Book & Film Rotary Branch,A small bookstore located in front of the 108 Stairway in Huam-dong,"The Storage Book & Film Rotary Branch is a cozy bookstore at the base of the 108 Stairway in Huam-dong, offering a selection of books and films. Specializing in independent and small-scale publications, this independent bookstore is just a 5-minute walk from its sister branch. The shop features various books across genres you won't typically find in mainstream bookstores. The walls are adorned with thoughtfully curated book-related goods, making it a perfect spot for leisurely browsing. Storage Book & Film has been a cherished neighborhood staple for years and is loved by many. Books can be ordered online, with international shipping available. Additionally, their Instagram account features introductions to newly stocked books and updates on various programs hosted by Storage Book & Film, so don't forget to check it out.","1F, 5 Sinheung-ro 36-gil, Yongsan-gu, Seoul",37.5465052779646,126.981947950458,Daily 13:00 - 19:00,,"Bookstore, Huamdong, Books, IndependentBookstore, Bookshop, Film",https://www.instagram.com/at_storage,,
wnlgos,ENPwnlgos,en,attraction,Shopping > Specialty Shops & Stores,Goyoseosa,"A small bookstore located in Haebangchon, beneath Namsan Mountain","Nestled in Haebangchon, beneath Namsan Mountain, this tiny bookstore opened its doors in the fall of 2015. It aspires to be a ""literature-focused bookstore,"" with shelves primarily filled with novels, poetry, and essays. The bookstore also curates humanities, social sciences, and art books related to themes often explored in literature, such as human rights, gender, historical events, and alternative lifestyles, offering readers a rich and varied selection. The bookstore is dedicated to selecting books with strong readability, excellent prose, and harmonious design and layout. It also hosts book talks, readings, and ongoing workshops on reading and writing while planning and conducting new types of book-related events.","18-4 Sinheung-ro 15-gil, Yongsan-gu, Seoul",37.544376659797,126.985857572339,14:00 - 19:00,,"Bookstore, Bookshop, IndependentBookstore, Haebangchon, SinheungMarket, Itaewon, Books",https://goyoseosa.co.kr/,,
guxwe8,ENPguxwe8,en,attraction,Shopping > Specialty Shops & Stores,Bank Holiday,"A Design & Art Object Gallery and an official domestic distributor of international artist and designer brands, selling limited edition art prints, books, art objects, and vintage items.","Bank Holiday is a design and art object gallery. As the official domestic distributor for international artist and designer brands like Sergeant Paper and Orner, it offers limited edition art prints, books, objects, and vintage items. Starting with Sergeant Paper's art prints, the gallery features a variety of items, including T-shirts with unique colors and prints, distinctive accessories, and other products that reflect the owner's personal experiences and tastes. Consequently, it does not curate brands and products easily found elsewhere. Bank Holiday is a unique space with its own distinctive style, untouched by department stores, high-end curated shops, or fast fashion stores. “I understand that not everyone shares my taste, but I believe there are people who will appreciate it. Please feel free to visit anytime. I'm always here with an open heart, ready to welcome you.” [Display Your Difference] Sergeant Paper Art Gallery's Paris studio collaborates with European artists to produce a diverse range of graphic art. Here, you can discover limited-edition pieces created with top-quality, FSC-certified inks. Over the past 12 years, the gallery has organized over 100 exhibitions and published over 1,500 artworks from artists worldwide, each showcasing unique personalities and styles. Their journey continues. As art becomes increasingly integrated into our homes, Sergeant Paper's art prints provide a way to personalize your space with a single piece of artwork. Our homes reflect who we are. Showcase your individuality today.","Suite 102, 10 Seongmisan-ro 32-gil, Mapo-gu, Seoul",37.5639506390481,126.924545995942,Tue-Sun 12:00 - 20:00,,"HongdaeShopping, SeoulShopping, SeoulGalleries, GiftShops, HongdaeActivities, Souvenirs, PosterShops, AccessoryShops, Galleries, CuratedShops, HongdaeAttractions, HongdaeEntertainment",https://smartstore.naver.com/bankholiday/,,
4g7mm3,ENP4g7mm3,en,attraction,Shopping > Specialty Shops & Stores,Gajungsic Fabric,Cozy clothing store located at Shina Memorial Hall in Jeongdong,"Gajungsic Fabric is a clothing brand showroom in Shina Memorial Hall on Jeongdong-gil. The brand aims to create natural and comfortable clothing using materials close to nature. In this cozy space, you can explore clothing that harmonizes with the natural world. Seasonal exhibitions frequently feature various works, from glass crafts to embroidery, rattan crafts, and felt crafts, offering themes not commonly seen in daily life. You can observe Junmyeongjeon Hall from the windows as it changes with the seasons. It is a serene spot where you can take a break from your walk along Jeongdong-gil, browse the clothing, and relax.","Shina Memorial Hall, Room 302, 33 Jeongdong-gil, Jung-gu, Seoul",37.5662500894879,126.972170048684,12:00~18:00,,"Jeongdonggil, DeoksugungStonewallWalkway, FabricShowroom, ClothingStore, Jeongdong",https://gajungsic-fabric.com/,,
xbgr44,ENPxbgr44,en,attraction,Shopping > Specialty Shops & Stores,Soil Baker Jeongdong-gil,A quiet crockery shop located in Jeongdong Shina Memorial Hall,"Soil Baker, which means ""a person who bakes soil,"" is a tableware brand on the second floor of the red-brick Shina Memorial Hall on Jeongdong-gil. It showcases various interpretations of tableware by ceramists, designers, and chefs. The spacious area displays a wide variety of tableware, allowing visitors to browse comfortably. The dishes are highlighted on tables and shelves made from various materials and colors, such as glass, wood, and ceramics—the arrangement of the tableware changes with the seasons, adding a touch of detail. The quiet and serene atmosphere, combined with views of Deoksugung's Jungmyeongjeon Hall and Jeongdong-gil through the windows, provides comfort.","Shina Memorial Hall, Room 202, 33 Jeongdong-gil, Jung-gu, Seoul",37.5662500894879,126.972170048684,11:30 ~ 18:30,,"Jeongdonggil, DeoksugungStonewallWalkway, ShinaMemorialHall, Crockery, Ceramics, CeramicShowroom, Jeongdong",https://soilbaker.kr/,,
2dr3he,ENP2dr3he,en,attraction,Shopping > Shopping Malls & Outlets,Lotte Outlet Seoul Station,We offer new and enjoyable experiences every day!,"Lotte Outlet Seoul Station is the center of fashion trends and is conveniently connected to Seoul Station. With great location, there are a number of well-known brands like The North Face, Zara, Nike, Converse, Covernat and What it isNt. Additionally, a wide selection of nationally famous brands in Women's Fashion, Men's Fashion, Sports, Shoes and Outdoor Wear awaits you at reasonable prices. For our foreign visitors, we provide various services including Goods Storage (2·3·4F) and Global Service Room(2F). Tax refunds are available and we offer free gifts to foreign customers who leave reviews with photos on Google Maps or TripAdvisor. Since the food court is directly connected, you can experience everything from shopping to enjoying good restaurants all at once.","405 Hangang-daero, Yongsan-gu, Seoul",37.5548375992165,126.971732581232,10:30 ~ 21:00,,"LotteOutletSeoulStation, SeoulStationShopping, SeoulStation, SeoulShopping, LotteOutlet, SeoulStationLotteOutlet",https://www.lotteshopping.com/store/main?cstr=0343,,
27a0mo,ENP27a0mo,en,attraction,Shopping > Specialty Shops & Stores,Jewel Park,Jewelry store located in Namdaemun Market,"This jewelry store, located in Namdaemun Market, hosts a variety of brands. As a wholesale specialist store, it offers materials for making accessories as well as a wide range of accessories for purchase. Due to its wholesale nature, customers need to be aware of certain details such as minimum purchase quantities, purchase prices, and materials. Many shops within the store sell silver jewelry products used by women in their 20s and 30s. Among the wholesale markets in Namdaemun, this store is known for being trend-sensitive and offering finished products. It attracts many customers seeking high-quality products and designs. Please note that the store generally does not operate on Saturdays.","21 Namdaemunsijang 4-gil, Jung-gu, Seoul",37.5591863609004,126.977653709273,Daily 06:00-17:30,,"NamdaemunMarket, NamdaemunJewelryStreet, Namdaemun, JewelryStore",,,
lm37m4,ENPlm37m4,en,attraction,Shopping > Specialty Shops & Stores,Burdeng Children's Clothing,"A children's clothing store located in Namdaemun, operating for 35 years","This children's clothing store in Namdaemun has been operating for 35 years. It is a manufacturing-retail complex where all companies run their own design teams to directly produce and sell their products. The store offers children's clothing at relatively affordable prices. It has been selected as the best shopping mall by various media outlets and local governments, including Namdaemun Market. It is home to brands that sell clothes for infants, toddlers, and children. Customers find it convenient to inspect and feel the materials in person before purchasing. Many stores offer trendy and sophisticated products, attracting many foreign parents as well. In addition to clothes, newborn items are also available, making it a popular destination for expectant parents.","14 Namdaemunsijang 8-gil, Jung-gu, Seoul",37.5599182054376,126.978432735825,Daytime 09:30-17:00 / Nighttime 22:00-05:00,,"ChildrensClothing, NamdaemunChildrensClothing, NamdaemunClothingMarket, Namdaemun, NamdaemunMarket",http://www.burdeng.co.kr/,,
l4du7k,ENPl4du7k,en,attraction,Shopping > Specialty Shops & Stores,Porky Kids Children's Clothing,Namdaemun’s leading children’s clothing store,"Opened in 1975, this is the largest children's clothing store in Namdaemun and has maintained its reputation by selling high-quality clothes at relatively affordable prices. The mall hosts many brands and offers a wide range of products, including outfits for daycare and kindergarten, indoor clothing, newborn items, and accessories like socks and hats. It operates primarily as a retail store during the day and as a wholesale store at night. Customers find it more convenient than online shopping because they can inspect and purchase items immediately. The store offers clothing for newborns and children, and since most of the products are made in Korea, there is less concern about the materials that come into contact with children's skin.","16 Namdaemunsijang 8-gil, Jung-gu, Seoul",37.5596940161155,126.978316564812,"Daily 
Daytime 9:30-17:00, Nighttime 22:30-04:00",,"Namdaemun, NamdaemunMarket, ChildrensClothing, NamdaemunChildrensClothing, NamdaemunClothingMarket",http://www.porkykid.co.kr/main,,
rrfib6,ENPrrfib6,en,attraction,Shopping > Specialty Shops & Stores,Missterious,A boutique shop located inside a bustling market that offers stylish and fun items.,"Missterious is the official merchandise shop of the Happy Together Tattoo Studio. It offers a variety of goods from artists affiliated with the Happy Together Studio, including custom tattoo banners, flash art, vintage items, plants, and other unique objects all in one place. The displayed accessories at Missterious create a unique atmosphere unlike any other. They feature a variety of items. Some of the goods are also designed with hand-drawn patterns, showcasing Missterious’ distinctive style.","B1 & 1F, 32 Sowol-ro 20-gil, Yongsan-gu, Seoul",37.5451519792676,126.985200658048,Wed-Sun 14:00-21:00,,"Vintage, HaebangchonPropShop, Haebangchon, ShinheungMarket, Itaewon, Propshop",https://www.instagram.com/missterious.official/,,
0gxkdq,ENP0gxkdq,en,attraction,Shopping > Specialty Shops & Stores,NONFICTION Hannam,"A lifestyle beauty brand flagship store in Hannam where you can shop for perfumes, hand creams, and more.","NONFICTION is a lifestyle beauty brand created for moments when you face your truest self. Based on the finest ingredients and delicate perfumery, it offers perfumes that create a mysterious and unique mood and body care products that make the start and end of your day more special. NONFICTION Hannam is a flagship store for lifestyle beauty brands where you can shop for perfumes, hand creams, and more. There is a sink where you can try hand washes and lotions, and a fragrance testing station is available to help you experience the scents you desire.","1F, 242 Itaewon-ro, Yongsan-gu, Seoul",37.5362571539484,127.000342374808,Mon-Sun 11:00-20:30,,"Perfume, BodyCare, Showroom, HangangjinStation, Itaewon, NONFICTION, Hannamdong",https://nonfiction.com/,,
43to2h,ENP43to2h,en,attraction,Shopping > Specialty Shops & Stores,Storage Book and Film,A bookstore located in Haebangchon that handles independent publishing and small-scale publications.,"Beginning in 2008 as a camera storage facility, this place became an independent bookstore in 2012. It mainly publishes and sells small-scale publications and produces its works. From 2013 to 2019, it created and managed the independent publication fair ""Publishers Table,"" and currently, it hosts, organizes, and manages the ""Little Press Fair."" Since 2016, it has been co-hosting and managing a podcast called ""Small Pocket"" with author Taejae. It shares and discusses the stories of independent publishers, bookstore operators, and small brand owners. Along with running the bookstore, various programs are managed through Club Storage.","115-1 Sinheung-ro, Yongsan-gu, Seoul",37.5447456222048,126.983136751452,Daily 14:00-19:00,,"Bookstore, IndependentBookstore, Haebangchon",https://www.instagram.com/storagebookandfilm/,,
bxv0dg,ENPbxv0dg,en,attraction,Shopping > Specialty Shops & Stores,The Book Society,A bookstore located in Seochon with a yellow interior,"The Book Society is a Seoul-based collective that has published editorial work under Mediabus since 2010. It plans exhibitions and projects. Additionally, it operates a bookstore and project space called The Book Society, where it sells and distributes domestic and international books related to contemporary art and design. You can follow its events and updates through its blog and social media platforms, including Instagram, Facebook, and X.","B1, 25 Jahamun-ro 19-gil, Jongno-gu, Seoul",37.5821320862307,126.969542900167,Tue-Sun 13:00-19:00,,"Seochon, SeochonBookstore, Bookstore, BookSociety",https://www.thebooksociety.org/blog,,
7xadww,ENP7xadww,en,attraction,Shopping > Traditional Markets,Gongneung-dong Dokkaebi Market,Gongneung-dong Dokkaebi Market originated from street vendors gathered near Hwarangdae,"The Gongneung-dong Dokkaebi Market originated from street vendors who gathered near Hwarangdae Station when the Gyeongchun Railway opened on July 25, 1939. Named for its fleeting nature, like a goblin's visit, the vendors would quickly disappear at the sign of a crackdown and reassemble snugly along the tracks to rebuild the market once things were clear. This traditional goblin market is the precursor to today's Gongneung-dong Goblin Market. Since then, the market has operated as a quintessential neighborhood market in Nowon-gu, as if a goblin's magic wand has made every possible item available. It offers a variety of products including livestock, groceries, restaurants, miscellaneous goods, and agricultural products. The market draws a steady stream of visitors due to its high-quality goods sold at affordable prices. Since 2019, it has been growing into an eastern landmark cultural tourism market, concurrent with the development of the Gyeongchun Line (Railroad) Forest.","53 Dongil-ro 180-gil, Nowon-gu, Seoul",37.6228631267523,127.077159401044,09:00~18:00 (Operating hours vary per store in the market),,"GongneungdongDokkaebiMarket, Market, GyeongchunLine, Hwarangdae, StreetFood, TraditionalMarket",,,
z1lgm9,ENPz1lgm9,en,attraction,Shopping > Specialty Shops & Stores,Jiguboolsichak,An independent bookstore stocked with independent books on a variety of topics,"The independent bookstore “Jiguboolsichak,” a long-standing hub for the local circular economy space “Village Madi” offers a variety of independent titles. At this bookstore, you can find unique goods drawn by the owner and even get a quick 30-second portrait sketch. Additionally, the bookstore curator showcases and sells picture books and notebooks they have personally illustrated and crafted, along with stationery and independent publications. They also host gatherings such as reading groups, independent publishing discussions, InDesign lectures, and one-day drawing workshops.","1F, 13 Gongneung-ro 32-gil, Nowon-gu, Seoul",37.6219200519182,127.079884705533,Daily 10:00-21:00,,"Bookstore, ReadingClub, IndependentBookstore, Gongneungdong, GongneungdongBookstore",https://smartstore.naver.com/unplannedearth,,
30tdop,ENP30tdop,en,attraction,Shopping > Specialty Shops & Stores,Your Mind,"Since 2009, this tiny bookstore has been selling indie publications and art books produced by domestic small publishers and individual authors, alongside merchandise and CDs.","Since 2009, Your Mind has been selling indie publications and art books produced by domestic small publishers and individual authors alongside merchandise and CDs. They operated a small bookstore in Seogyo-dong from 2010 to 2017 and in Yeonhui-dong since 2017. They publish content and host an art book fair called “Unlimited Edition.” Don't miss out on various merchandise, books, and events by following their Instagram @your_mind_com.","10-6 Yeonhui-ro 11ra-gil, Seodaemun-gu, Seoul",37.5683973491036,126.930303483303,"Mon,Wed-Sun 13:00-20:00",,"IndependentBookstore,  Yeonhui-dong,  Bookstore",https://your-mind.com/,,
ym8jdx,ENPym8jdx,en,attraction,Shopping > Specialty Shops & Stores,Mosaic West,"""Mosaic West"" is the second store of Mosaic, a specialist overseas used record store.","Mosaic West is the largest domestic used record select shop, always stocked with approximately 10,000-15,000 records. It covers genres such as rock & pop, Japanese music, alternative, new wave, dance, hip-hop, and club music. In addition, the store's lower shelves feature a diverse selection priced at 5,000 KRW or less. New records are randomly stocked daily, and detailed information is regularly shared on Instagram. You can enjoy Mosaic's drip coffee, fresh mint tea, and the music at the store.","113 1 Tojeong-ro, Mapo-gu, Seoul",37.5451452887209,126.923566675987,Tue-Sun 13:00-20:00,,"used records, Music,  records, Sangsu Station,  Sangsu",https://www.instagram.com/mosaicseoul/,,
6ptemj,ENP6ptemj,en,attraction,Shopping > Department Stores,Shinsegae The Heritage,A shopping and cultural complex reborn through the preservation and restoration of a designated tangible cultural heritage modern building.,"The original structure of Shinsegae The Heritage was Korea’s first private financial institution, completed in 1935 and designated as Seoul City Tangible Cultural Heritage No. 71 in 1989, evaluated as a monumental building in modern architectural history. Influenced by neoclassicism of the era, it is characterized by grand yet stable proportions, while the interior pursues restrained splendor. Shinsegae, with a vision to respect and succeed the history and values of Korean aesthetics, meticulously restored the building’s original form, breathing new life into it as a unique cultural and shopping complex that encapsulates Korea’s advanced cultural standards together with history. Experience a special space that harmonizes luxury with Korean elements, connecting tradition and the future, and a global lifestyle.","42 Namdaemun-ro, Jung-gu, Seoul",37.5610364328019,126.980506243811,Normal business hours 10:30–20:00 / Extended hours 10:30–20:30,,"Shinsegae Department Store Main Branch,  Shinsegae The Heritage,  Tangible Cultural Heritage,  Modern Architecture,  Shopping and Cultural Complex,  Neo-Baroque Style",https://www.shinsegae.com/index.do,,
32m3he,ENP32m3he,en,attraction,Shopping > Department Stores,COEX Luggage Storage,COEX Luggage Storage,"A/B: Opposite Exhibition Hall A C: Behind Info Desk of Hall B D: In front of A101, COEX Mall E: Opposite Zara (F109), COEX Mall F: Opposite Giordano (J104), COEX Mall 10:00–22:00 (hours may vary by store)","513 Yeongdong-daero, Gangnam-gu, Seoul",37.5118239121138,127.059159043842,,,코엑스 물품보관소,,,
037170,ENP037170,en,attraction,Shopping > Department Stores,The Hyundai Seoul,"The Hyundai Seoul is the largest shopping mall in Seoul, covering an area the size of 13 football fields. The mall opened in 2021 and offers visitors the chance to enjoy a relaxed shopping experience, which is why the mall has dedicated 49% of its entire property to recreational areas.","The Hyundai Seoul is the largest shopping mall in Seoul, covering an area the size of 13 football fields. The mall opened in 2021 and offers visitors the chance to enjoy a relaxed shopping experience, which is why the mall has dedicated 49% of its entire property to recreational areas. The glass roof of the building allows shoppers to enjoy their experience in natural sunlight. In addition to various boutiques of world-famous brands, The Hyundai Seoul amazes its guests with a 12-meter waterfall and a huge garden with living plants! The Hyundai Seoul is becoming a landmark in Yeouido, attracting many visitors with its diverse attractions. These include pop-up stores from various brands, various exhibition plans, and seasonal changes in indoor landscaping to create photo zones.","108, Yeoui-daero, Yeongdeungpo-gu, Seoul, Korea (Yeouido-dong, Park One)",37.5251913154781,126.929112756574,"Monday - Thursday: 10:30 - 20:00 / 10:30 - 22:00 KST (Restaurant Opening Hours)
Friday - Sunday: 10:30 - 20:30 / 10:30 - 22:00 KST (Restaurant Opening Hours)",,"Boutiques, SeoulIndoorDate, RecreationalAreas, ShoppingMalls, SeoulAttractions, YeouinaruStation, WhereToGoInYeouido, WhereToGoInSeoul, TheHyundaiSeoul, Entertainment, Shopping, TheHyundaiSeoulDessert, Malls, Yeouido, DepartmentStore",https://www.ehyundai.com/newPortal/DP/DP000000_V.do?branchCd=B00140000,,
017598,ENP017598,en,attraction,Shopping > Department Stores,Shinsegae Department Store (Main Store),"Situated between Myeong-dong and Namdaemun Market, the Shinsegae Department Store (Main Store) catches people’s attention with its vintage, early 20th century style architecture.","Situated between Myeong-dong and Namdaemun Market, the Shinsegae Department Store (Main Store) catches people’s attention with its vintage, early 20th century style architecture. Famous for being Korea’s first department store, the classic main building and the sophisticated modern style of the new wing create the perfect harmony. Shoppers can find numerous Korean and international brands here. Many of the employees of companies nearby eat lunch here because the food court includes some of the most famous restaurants in Seoul.","63, Sogong-ro, Jung-gu, Seoul, Korea",37.56092310015623,126.98113941142891,"Mon-Thu 10:30-20:00
Fri-Sun 10:30-20:30
Food Court Hours 11:00-21:30
Dining Area Hours 11:00-21:30",,Shinsegae-Department-Store-Main-Store,https://en.shinsegae.cn/index.do,,
015859,ENP015859,en,attraction,Shopping > Department Stores,Lotte World Mall,"Lotte world Tower, a high-rise building with 123 floors, height of 555m, the 6th tallest building in the world","Lotte World Mall, where you can meet the latest trend fashion and high-end lifestyle, is a shopping zone with Lotte Avenuel, South Korea’s largest luxury department store. Entertainment experiences, including the premium shopping zones of foreign brands, the largest aquarium in city, movie theatres, Lotte Mart, Hi Mart, Hallyu Mall Star Avenue, beauty shops, spa, and cultural and entertainment options are numerous. This includes seafood buffets, restaurants, food courts, as well as various amenities such as baby carriage rentals, children’s resting room, medical office, and clothing repair rooms. Lotte world Tower, a high-rise building with 123 floors, height of 555 m, the 6th tallest building in the world is future-oriented building with a 6-star hotel and the largest observatory in the world, and is rising as the landmark of Seoul, and a world-famous tourist spot. Frequently Asked Questions about Lotte World Mall What are the opening hours of the Lotte Tower & Lotte World Mall? The Lotte Tower & Lotte World Mall opening hours vary by floor. You can check the opening hours for each floor on the website below. Lotte Tower & Lotte World Mall Opening Hours Information I am curious about the major facilities and stores in the Lotte Tower & Lotte World Mall The Lotte Tower & Lotte World Mall has various facilities, such as a premium shopping space, an aquarium, a movie theater, a concert hall, a mart, restaurants, and an observatory. More detailed information on facilities and stores can be found on the website below. Lotte Tower & Lotte World Mall Floor Guide Find stores in Lotte Tower & Lotte World Mall How much is parking at the Lotte Tower & Lotte World Mall? The introductory rate for the Lotte Tower & Lotte World Mall is as follows. (As of 2025) • 10:00~20:00 : 300 KRW per 10 minutes on weekdays, 500 KRW per 10 minutes on weekends • Other times : 200 KRW per 10 minutes The maximum daily charge is 45,000 KRW, and due to the city's traffic suppression policy, free parking is not available even when visiting the store or purchasing items.","300, Olympic-ro, Songpa-gu, Seoul",37.51375250260386,127.10444609981752,"* Lotte Duty Free – Open every day 09:30 - 20:00 KST/ Open all year round
* Lotte Mart – Daily 10:00 - 23:00 KST
* Lotte Aquarium – Daily 10:00 - 20:00 KST
* Avenuel – Daily 10:30 - 20:00  KST
* Shopping Mall – Daily 10:30 - 22:00  KST",,"WeGotMarried, LotteAvenuel, Aquarium, LotteWorldMall, Hallyu, KimSooHyun, LotteWorldTower, TheProducers, SecondLotteWorld, Shopping",https://www.lwt.co.kr/en/main/main.do,,
